Instrument,InstrumentSub,Sector,"Periode ",waarde
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2018-07,6.65
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2018-08,6.56
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2018-09,6.52
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2018-10,6.62
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2018-11,6.59
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2018-12,6.61
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-01,6.65
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-02,6.6
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-03,6.56
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-04,6.54
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-05,6.52
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-06,6.48
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-07,6.43
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-08,6.43
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-09,6.41
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-10,6.4
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-11,6.39
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2019-12,6.34
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2020-01,6.36
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2020-02,6.34
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2020-03,6.4
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2020-04,6.39
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2020-05,6.39
"Roodstand en doorlopend krediet ","Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ","Huishoudens ",2020-06,6.42
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-01,8984
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-02,8960
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-03,8906
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-04,8270
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-05,8863
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-06,7929
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-07,8195
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-08,7627
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-09,7570
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-10,9007
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-11,7840
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2003-12,9452
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-01,7753
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-02,8086
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-03,7312
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-04,7774
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-05,7826
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-06,8794
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-07,8606
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-08,6975
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-09,7930
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-10,8235
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-11,7723
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2004-12,10117
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-01,8639
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-02,6545
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-03,7541
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-04,7317
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-05,7084
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-06,7833
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-07,7034
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-08,6791
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-09,7452
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-10,7897
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-11,9214
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2005-12,12767
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-01,10836
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-02,8711
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-03,10063
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-04,9128
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-05,9283
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-06,9783
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-07,8615
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-08,8228
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-09,9627
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-10,10442
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-11,9937
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2006-12,11603
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-01,10274
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-02,8553
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-03,10849
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-04,10086
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-05,10898
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-06,12759
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-07,11350
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-08,10303
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-09,11147
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-10,12116
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-11,10169
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2007-12,13882
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-01,12041
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-02,10810
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-03,15000
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-04,14174
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-05,13175
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-06,16103
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-07,18258
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-08,13738
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-09,15533
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-10,16919
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-11,12743
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2008-12,15967
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-01,12847
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-02,12868
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-03,13033
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-04,12734
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-05,12017
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-06,12708
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-07,13207
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-08,10290
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-09,11292
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-10,9706
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-11,9881
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2009-12,11624
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-01,9506
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-02,9599
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-03,10162
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-04,10746
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-05,10643
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-06,10190
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-07,12228
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-08,9804
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-09,10622
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-10,12086
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-11,10832
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2010-12,14715
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-01,11738
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-02,10101
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-03,11346
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-04,12075
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-05,11903
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-06,11395
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-07,14755
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-08,10938
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-09,11887
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-10,11664
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-11,11545
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2011-12,11780
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-01,10635
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-02,11946
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-03,10761
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-04,10978
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-05,11475
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-06,11111
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-07,11338
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-08,9198
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-09,9796
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-10,12048
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-11,11317
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2012-12,10960
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-01,12628
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-02,10259
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-03,10666
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-04,11693
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-05,10437
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-06,10241
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-07,12288
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-08,8923
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-09,8859
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-10,11220
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-11,11197
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2013-12,11277
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-01,11061
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-02,9636
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-03,9188
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-04,10660
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-05,9865
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-06,9034
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-07,11293
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-08,8564
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-09,8613
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-10,9520
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-11,8093
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2014-12,13857
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-01,12607
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-02,8800
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-03,14267
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-04,14896
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-05,11304
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-06,13625
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-07,14690
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-08,9239
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-09,12662
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-10,13201
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-11,8902
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2015-12,12555
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-01,11243
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-02,8925
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-03,9120
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-04,10422
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-05,9315
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-06,11387
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-07,10921
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-08,7833
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-09,9331
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-10,10447
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-11,9800
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2016-12,13913
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-01,12034
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-02,9284
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-03,11239
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-04,10696
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-05,9831
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-06,12720
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-07,11680
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-08,8866
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-09,10171
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-10,10805
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-11,10433
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2017-12,12073
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-01,12278
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-02,8845
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-03,10937
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-04,11682
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-05,9472
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-06,12507
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-07,11641
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-08,8950
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-09,10500
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-10,11177
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-11,10675
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2018-12,11811
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-01,10520
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-02,9138
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-03,9841
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-04,11956
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-05,9042
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-06,10119
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-07,11654
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-08,7959
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-09,10013
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-10,10433
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-11,9406
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2019-12,12850
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2020-01,11588
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2020-02,10116
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2020-03,13763
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2020-04,11935
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2020-05,8480
"Zakelijke kredietverlening ","Nieuwe contracten (mln euro's) ","Niet-financiële bedrijven ",2020-06,9819
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-01,5.29
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-02,5.26
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-03,5.18
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-04,5.14
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-05,5.09
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-06,5.03
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-07,4.96
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-08,4.92
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-09,4.9
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-10,4.87
